_Document_	_Target_	slice
946897615362383872	positive	train
947611825620664320	negative	train
949713968859201536	negative	train
949059707771142144	negative	train
946730086459375616	positive	train
947268756731969536	positive	train
961072022439645185	negative	train
949248774383243264	negative	train
958857480246824960	negative	train
947695929817100288	negative	train
947404245317193728	positive	train
946399575287271424	positive	train
948698087442272261	negative	train
948095089133441024	negative	train
958506098255839232	negative	train
946175876269457408	positive	train
945535947143180288	positive	train
961036567992324099	negative	train
960815553337204736	negative	train
946155642951217153	positive	train
946897082664849408	positive	train
949842637523210240	negative	train
945300281776070657	positive	train
947523980130422784	positive	train
946353681213132806	positive	train
945318053037924354	positive	train
945459258463731712	positive	train
945411640551464961	positive	train
946725120411865089	positive	train
946049812297682944	positive	train
945071784486989824	positive	train
946179990885994497	positive	train
947113861089452033	positive	train
946882578769776640	positive	train
946578923755749376	positive	train
949738182576365569	negative	train
945209764518051840	positive	train
946703268088074241	positive	train
947070424881311745	positive	train
949685028157640711	negative	train
948065968072167424	negative	train
946518416713711618	positive	train
948666621794684929	negative	train
946551430055448576	positive	train
946438364235956224	positive	train
945512484185821184	positive	train
947133050021847040	positive	train
946871774255476736	positive	train
962075572602990592	negative	train
948264601933762564	negative	train
945618423911923712	positive	train
947517202105815041	positive	train
946771844949991426	positive	train
947706293938151424	negative	train
947233063192465408	positive	train
958874987271630849	negative	train
945490770286514181	positive	train
946198710081523712	positive	train
960772951774670848	negative	train
944993518786961410	positive	train
960646652905304064	negative	train
945359035603279873	positive	train
959219419338567684	negative	train
962046816429662210	negative	train
945833545599201280	positive	train
945495967016652801	positive	train
945040339768954882	positive	train
945186087634391040	positive	train
949693970417963008	negative	train
946211016165036032	positive	train
948739514595393536	negative	train
946840589579911168	positive	train
958563425986252800	negative	train
946976631855382528	positive	train
946496954460180485	positive	train
949553398298304514	negative	train
944891991426584576	positive	train
945263359326412801	positive	train
962021839349325824	negative	train
947146186556919808	positive	train
947491952404004865	positive	train
949990851631046657	negative	train
961187055433809920	negative	train
945003035628945409	positive	train
949184056268238849	negative	train
949164045260771328	negative	train
961409529685553153	negative	train
947289094912176128	positive	train
961699368683360256	negative	train
958912794728042497	negative	train
947325769893625856	positive	train
958556106921570304	negative	train
948531238029144064	negative	train
946288170399928320	positive	train
947187445937922048	positive	train
960646489340043265	negative	train
961559014709456897	negative	train
945549310179139584	positive	train
946578240063311872	positive	train
950013614106271744	negative	train
959173592377384966	negative	train
960704840467873792	negative	train
959269725804089344	negative	train
946796989794066434	positive	train
949242109634203648	negative	train
944900791093129216	positive	train
960628437047267328	negative	train
946069374502256640	positive	train
958421746595573760	negative	train
949733677864570887	negative	train
948209962743889920	negative	train
945064167630815232	positive	train
960955886343720960	negative	train
946992104630185984	positive	train
946769881990606853	positive	train
946715825830088705	positive	train
945675709720219649	positive	train
945444586784219136	positive	train
945856102557560832	positive	train
949062765389451265	negative	train
961033095108530177	negative	train
949710252672512001	negative	train
946845824058662912	positive	train
947180957370671104	positive	train
946369686677024768	positive	train
945181062891577344	positive	train
945823126922829824	positive	train
961428701878595584	negative	train
960892720154689541	negative	train
945856723306266625	positive	train
947729601685364739	negative	train
946844465108578305	positive	train
962005926189309953	negative	train
949281401899171840	negative	train
946862840366936064	positive	train
946741901796966401	positive	train
959409320642465792	negative	train
961098853410836481	negative	train
948097303742738432	negative	train
945106555246120960	positive	train
959084643768197120	negative	train
946464016569851904	positive	train
946868708215001088	positive	train
946483281012277248	positive	train
949950225581449217	negative	train
958863243237347329	negative	train
946445494544470016	positive	train
948011840587657218	negative	train
949284803475623936	negative	train
945187568261455873	positive	train
946433708537597952	positive	train
946861389141893120	positive	train
946340775335378945	positive	train
945403822351855616	positive	train
960977642198568960	negative	train
961805455210135554	negative	train
947133435897892865	positive	train
946109274916233216	positive	train
947516770092552192	positive	train
